,numero,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_operacionales_2018,ganancia_perdida_2018,total_activos_2018,total_pasivos_2018,total_patrimonio_2018,ingresos_operacionales_2017,ganancia_perdida_2017,total_activos_2017,total_pasivos_2017,total_patrimonio_2017,grupo_en_niif
533,534,900118612,COMERCIALIZADORA INTERNACIONAL DE METALES PRECIOSOS DE COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4662 - Comercio al por mayor de metales y productos metaliferos,COMERCIO,253716537.0,991707.0,29449009.0,17782338.0,11666671.0,352943338.0,359554.0,26544477.0,16312005.0,10232472.0,NIIF PLENAS-GRUPO 1
534,535,890938020,INPROQUIM SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,G4664 - Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,COMERCIO,253682982.0,2825978.0,75889454.0,61431528.0,14457926.0,252273813.0,3115122.0,89595427.0,75456351.0,14139076.0,NIIF PLENAS-GRUPO 1
535,536,860050420,Ventas y Servicios S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,253404163.0,6023237.0,74016967.0,42616643.0,31400324.0,211793927.0,1025244.0,58328565.0,32633471.0,25695094.0,NIIF PLENAS-GRUPO 1
536,537,860002127,INDUSTRIA COLOMBIANA DE LLANTAS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4530 - Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,COMERCIO,253206570.0,5059229.0,152950374.0,93684735.0,59265639.0,274085193.0,-11914703.0,141353662.0,87193260.0,54160402.0,NIIF PLENAS-GRUPO 1
537,538,900018975,CASS CONSTRUCTORES SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,252336533.0,-964369.0,943726766.0,749714001.0,194012765.0,197657497.0,4066751.0,843986103.0,649008969.0,194977134.0,NIIF PLENAS-GRUPO 1
538,539,900514524,Abbvie S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,252315763.0,16781994.0,218359154.0,59289569.0,159069585.0,262698725.0,-29948.0,194871908.0,48922690.0,145949218.0,NIIF PLENAS-GRUPO 1
539,540,900744408,EXITO INDUSTRIAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C1410 - Confeccion de prendas de vestir excepto prendas de piel,MANUFACTURA,252243280.0,14820593.0,248971333.0,92919436.0,156051897.0,348287059.0,17313851.0,293636661.0,149012783.0,144623878.0,NIIF PLENAS-GRUPO 1
540,541,830036921,VIDRIO ANDINO S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,C2310 - Fabricacion de vidrio y productos de vidrio,MANUFACTURA,251758800.0,29733708.0,414045859.0,145853621.0,268192238.0,225992996.0,16985583.0,409485700.0,169959463.0,239526237.0,NIIF PLENAS-GRUPO 1
541,542,800182330,VALORES Y CONTRATOS S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,251423787.0,1564264.0,721564910.0,427378159.0,294186751.0,255201309.0,6217672.0,733507147.0,442684660.0,290822487.0,NIIF PYMES-GRUPO 2
542,543,890301680,MOTORES DEL VALLE MOTOVALLE S. A. S.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,250992800.0,1829527.0,143712447.0,100455422.0,43257025.0,249157857.0,712306.0,112121303.0,73810608.0,38310695.0,NIIF PLENAS-GRUPO 1
543,544,800067065,PROMOTORA MEDICA LAS AMERICAS S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Q8610 - Actividades de hospitales y clinicas con internacion,SERVICIOS,250735485.0,15427042.0,467847792.0,229777374.0,238070418.0,208372594.0,8973587.0,399912460.0,211694506.0,188217954.0,NIIF PLENAS-GRUPO 1
544,545,830065842,ATENTO COLOMBIA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,250632561.0,-5581887.0,129504995.0,97179889.0,32325106.0,252533247.0,-1593935.0,123790407.0,85959782.0,37830625.0,NIIF PLENAS-GRUPO 1
545,546,890205645,MARVAL S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,250523231.0,33414001.0,1508161453.0,670211210.0,837950243.0,401550860.0,204494621.0,1281371283.0,472677687.0,808693596.0,NIIF PLENAS-GRUPO 1
546,547,860078024,JORGE CORTES MORA Y CIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,249865980.0,4363612.0,129476705.0,91158030.0,38318675.0,239636515.0,2711277.0,102650794.0,84861652.0,17789142.0,NIIF PYMES-GRUPO 2
547,548,890903295,Suppla S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,H5210 - Almacenamiento y deposito,SERVICIOS,249680773.0,18211095.0,188153508.0,74773827.0,113379681.0,234235850.0,3647459.0,207406965.0,112120489.0,95286476.0,NIIF PLENAS-GRUPO 1
548,549,860030380,DHL GLOBAL FORWARDING COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,H5229 - Otras actividades complementarias al transporte,SERVICIOS,248803869.0,3067907.0,83582985.0,42321383.0,41261602.0,253146702.0,-620499.0,85361369.0,46973844.0,38387525.0,NIIF PLENAS-GRUPO 1
549,550,860058831,avicola los cambulos sa.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cria de aves de corral,AGROPECUARIO,248596039.0,1890628.0,78048030.0,50502903.0,27545127.0,220934216.0,1534202.0,75526166.0,48722957.0,26803209.0,NIIF PYMES-GRUPO 2
550,551,811022981,SOBERANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1051 - Elaboracion de productos de molineria,MANUFACTURA,247784838.0,2864454.0,99815874.0,69217194.0,30598680.0,248941009.0,1847458.0,99039838.0,70739532.0,28300306.0,NIIF PLENAS-GRUPO 1
551,552,900499032,STECKERL ACEROS SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,GALAPA-ATLANTICO,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,246894998.0,-4692991.0,204847926.0,172959805.0,31888121.0,209177318.0,-1974813.0,159845916.0,123547493.0,36298423.0,NIIF PLENAS-GRUPO 1
552,553,800055116,CALYPSO DEL CARIBE S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,G4729 - Comercio al por menor de otros productos alimenticios n.c.p. en establecimientos especializados,COMERCIO,246037450.0,13428326.0,86229009.0,57406070.0,28822939.0,188634885.0,6436750.0,60292273.0,43537659.0,16754614.0,NIIF PYMES-GRUPO 2
553,554,860514592,DEPOSITO PRINCIPAL DE DROGAS LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,245722494.0,2449662.0,130307565.0,111021425.0,19286140.0,239804273.0,1270845.0,112740341.0,95903863.0,16836478.0,NIIF PYMES-GRUPO 2
554,555,830050346,NESTLE PURINA PET CARE DE COLOMBIA  SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1090 - Elaboracion de alimentos preparados para animales,MANUFACTURA,244390000.0,14517000.0,242796000.0,197823000.0,44973000.0,261265000.0,15455000.0,213046000.0,167136000.0,45910000.0,NIIF PLENAS-GRUPO 1
555,556,860001899,CORPACERO SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2410 - Industrias basicas de hierro y de acero,MANUFACTURA,243817839.0,-26012514.0,436643877.0,211386556.0,225257321.0,238357533.0,-1840380.0,440470789.0,189200954.0,251269835.0,NIIF PLENAS-GRUPO 1
556,557,807005015,COMERCIALIZADORA INTERNACIONAL EXCOMIN SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,243660395.0,6977854.0,49900153.0,32074935.0,17825218.0,177627005.0,2813675.0,32945382.0,19440182.0,13505200.0,NIIF PYMES-GRUPO 2
557,558,800052534,DISTRIBUCIONES AXA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,243162310.0,6016375.0,78730236.0,56401337.0,22328899.0,219990733.0,4311039.0,72106033.0,53092037.0,19013996.0,NIIF PYMES-GRUPO 2
558,559,890209612,NEXANS COLOMBIA S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,C2731 - Fabricacion de hilos y cables electricos y de fibra optica,MANUFACTURA,242757923.0,3724020.0,134933121.0,88770643.0,46162478.0,211847364.0,3442590.0,124786600.0,82289882.0,42496718.0,NIIF PLENAS-GRUPO 1
559,560,800200934,Tetra Pak Ltda.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,242490975.0,2824493.0,253754927.0,221600791.0,32154136.0,180982639.0,4687644.0,202238397.0,169082890.0,33155507.0,NIIF PLENAS-GRUPO 1
560,561,830058272,CAM COLOMBIA  MULTISERVICIOS S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8129 - Otras actividades de limpieza de edificios e instalaciones industriales,SERVICIOS,242487566.0,-7522192.0,110229620.0,58791280.0,51438340.0,216160770.0,-11388991.0,116830447.0,101256009.0,15574438.0,NIIF PLENAS-GRUPO 1
561,562,800058607,CONTROLES EMPRESARIALES SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,242090180.0,1016285.0,85191189.0,58882947.0,26308242.0,227581632.0,3604122.0,80248835.0,54356879.0,25891956.0,NIIF PLENAS-GRUPO 1
562,563,800249704,COLWAGEN SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,241758984.0,-10524809.0,94619649.0,73348369.0,21271280.0,269228425.0,-5818410.0,75205076.0,68935505.0,6269571.0,NIIF PLENAS-GRUPO 1
563,564,800228026,MCKINSEY & COMPANY COLOMBIA INC,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,M7020 - Actividades de consultaria de gestion,SERVICIOS,241201085.0,38370494.0,126667058.0,50494539.0,76172519.0,191333413.0,8306961.0,179514285.0,130335602.0,49178683.0,NIIF PYMES-GRUPO 2
564,565,900738674,SMI COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,C2229 - Fabricacion de articulos de plastico n.c.p.,MANUFACTURA,240375672.0,403974.0,288858359.0,206807619.0,82050740.0,201627601.0,14727386.0,262577534.0,180930768.0,81646766.0,NIIF PYMES-GRUPO 2
565,566,860017055,PRODUCTOS ALIMENTICIOS DORIA S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,MOSQUERA-CUNDINAMARCA,C1083 - Elaboracion de macarrones fideos alcuzcuz y productos farinaceos similares,MANUFACTURA,240156250.0,14985239.0,291415830.0,189469357.0,101946473.0,236868920.0,9563400.0,322204463.0,185818780.0,136385683.0,NIIF PLENAS-GRUPO 1
566,567,860522056,LAMITECH S.A.S.,SUPERSOCIEDADES,Costa Atlantica,BOLIVAR,CARTAGENA-BOLIVAR,C2221 - Fabricacion de formas basicas de plastico,MANUFACTURA,239460018.0,4396719.0,328215871.0,203339605.0,124876266.0,210084829.0,-9577888.0,296586404.0,176106857.0,120479547.0,NIIF PLENAS-GRUPO 1
567,568,800107494,IINVERSIONES DE GASES DE COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4799 - Otros tipos de comercio al por menos no realizado en establecimientos puestos de venta o mercados,COMERCIO,239207940.0,229821175.0,585208214.0,26574190.0,558634024.0,160244791.0,151659831.0,580304127.0,1650094.0,578654033.0,NIIF PYMES-GRUPO 2
568,569,890101279,CONTINENTE S.A.S,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4690 - Comercio al por mayor no especializado,COMERCIO,238663470.0,1715685.0,162126226.0,103442035.0,58684191.0,146332805.0,515061.0,185295236.0,126666243.0,58628993.0,NIIF PLENAS-GRUPO 1
569,570,811019880,ANTIOQUEÑA DE PORCINOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,A0144 - Cria de ganado porcino,AGROPECUARIO,237678972.0,840139.0,379708367.0,226555348.0,153153019.0,232341612.0,5802946.0,347037910.0,192439423.0,154598487.0,NIIF PYMES-GRUPO 2
570,571,800110980,ACCENTURE,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,SERVICIOS,237124899.0,-1453697.0,143779423.0,141172351.0,2607072.0,189270128.0,-14161371.0,114039473.0,126337524.0,-12298051.0,NIIF PLENAS-GRUPO 1
571,572,830036108,SED INTERNATIONAL DE COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,236126391.0,1952103.0,103858519.0,87568490.0,16290029.0,197698568.0,1359078.0,87543115.0,72459189.0,15083926.0,NIIF PLENAS-GRUPO 1
572,573,890937250,"""""""UNION ELECTRICA S.A.",SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,M7110 - Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,SERVICIOS,235792701.0,3795407.0,219257295.0,160914838.0,58342457.0,208999057.0,9315210.0,218131881.0,168587255.0,49544626.0,NIIF PLENAS-GRUPO 1
573,574,800099903,CARVAJAL EDUCACION S.A.S.,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C1709 - Fabricacion de otros articulos de papel y carton,MANUFACTURA,235303846.0,2234719.0,373339841.0,323006570.0,50333271.0,185207508.0,-20747651.0,342246403.0,291583319.0,50663084.0,NIIF PLENAS-GRUPO 1
574,575,900304940,TOUR VACATION HOTELES AZUL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,I5511 - Alojamiento en hoteles,SERVICIOS,234607181.0,2737860.0,362539633.0,262468142.0,100071491.0,206628615.0,3363652.0,302746943.0,222222850.0,80524093.0,NIIF PLENAS-GRUPO 1
575,576,900308247,"SUMMA PROPIEDADES SAS""SUMMA PROPIEDADES SAS",SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6399 - Otras actividades de servicio de informacion n.c.p.,SERVICIOS,234591311.0,107868395.0,443323495.0,244091828.0,199231667.0,101957960.0,90899460.0,227927732.0,136564459.0,91363273.0,NIIF PYMES-GRUPO 2
576,577,900640334,SALUD COLPATRIA,SUPERSALUD,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,233920660.09,3837939.59,107703869.8,74889156.26,32814713.53,216214126.7,-1001489.54,106189935.76,74444301.37,31745634.39,NIIF PLENAS-GRUPO 1
577,578,900160905,PIONEER DE COLOMBIA SDAD LTDA.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extraccion de petroleo y de gas natural,MINERO-HIDROCARBUROS,233710978.0,15341992.0,267851855.0,33678005.0,234173850.0,122107483.0,-15712396.0,192765035.0,25346527.0,167418508.0,NIIF PYMES-GRUPO 2
578,579,830074222,SYNGENTA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2021 - Fabricacion de plaguicidas y otros productos quimicos de uso agropecuario,MANUFACTURA,232640843.0,9393879.0,273318999.0,137910214.0,135408785.0,251468608.0,2662027.0,227736931.0,118543799.0,109193132.0,NIIF PLENAS-GRUPO 1
579,580,890924167,CI HERMECO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1410 - Confeccion de prendas de vestir excepto prendas de piel,MANUFACTURA,232088701.0,1773423.0,119172107.0,93029772.0,26142335.0,235848235.0,1140930.0,131627167.0,106117325.0,25509842.0,NIIF PLENAS-GRUPO 1
580,581,800014246,ESTYMA ESTUDIOS Y MANEJOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,231900089.0,12083806.0,230306948.0,158932749.0,71374199.0,182147584.0,7731331.0,215689967.0,157335243.0,58354724.0,NIIF PYMES-GRUPO 2
581,582,860032450,POLLO FIESTA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cria de aves de corral,AGROPECUARIO,231400006.0,95381.0,96119535.0,49171050.0,46948485.0,212044943.0,2283240.0,87775253.0,41556843.0,46218410.0,NIIF PYMES-GRUPO 2
583,584,830012969,Glaxosmithkline Colombia S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,231053339.0,18932558.0,201350684.0,60614636.0,140736048.0,222272889.0,-684443.0,175770737.0,53967247.0,121803490.0,NIIF PLENAS-GRUPO 1
584,585,860001777,INDUSTRIAS INCA S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,G4799 - Otros tipos de comercio al por menos no realizado en establecimientos puestos de venta o mercados,COMERCIO,230741744.0,2248796.0,140352015.0,83124578.0,57227437.0,194090871.0,-785031.0,126901210.0,72279920.0,54621290.0,NIIF PLENAS-GRUPO 1
585,586,890312779,S&A SERVICIOS Y ASESORIAS SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,230436400.0,2409821.0,28039520.0,15274779.0,12764741.0,216236060.0,2837087.0,31278182.0,20072135.0,11206047.0,NIIF PYMES-GRUPO 2
586,587,860009694,CYRGO SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4663 - Comercio al por mayor de materiales de construccion articulos de ferreteria pinturas productos de vidrio equipo y materiales de fontaneria y calefaccion,COMERCIO,230283962.0,2555195.0,94804505.0,88960032.0,5844473.0,189752151.0,805956.0,71882651.0,68593373.0,3289278.0,NIIF PLENAS-GRUPO 1
587,588,860030808,NALCO DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,230081398.0,10100366.0,132998871.0,66464109.0,66534762.0,219567176.0,18905946.0,114155037.0,54586741.0,59568296.0,NIIF PYMES-GRUPO 2
588,589,900557875,NOVO NORDISK COLOMBIA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,230046500.0,2290037.0,165850480.0,131824916.0,34025564.0,169161448.0,2467337.0,138541480.0,106805953.0,31735527.0,NIIF PLENAS-GRUPO 1
589,590,900103457,TCS SOLUTION CENTER SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,SERVICIOS,229713916.0,15264200.0,127974724.0,54938566.0,73036158.0,201428512.0,25423375.0,135979984.0,78208026.0,57771958.0,NIIF PYMES-GRUPO 2
590,591,860002302,ETERNIT COLOMBIANA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,SIBATE-CUNDINAMARCA,C2395 - Fabricacion de articulos de hormigon cemento y yeso,MANUFACTURA,229699367.0,-14571266.0,340237849.0,102400796.0,237837053.0,140877729.0,2969996.0,333720313.0,88533033.0,245187280.0,NIIF PLENAS-GRUPO 1
591,592,891300513,INGENIO PICHICHI S.A.,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,C1071 - Elaboracion y refinacion de azucar,MANUFACTURA,229261976.0,-12222679.0,533810266.0,217375692.0,316434574.0,260934674.0,9069486.0,357552046.0,182066463.0,175485583.0,NIIF PLENAS-GRUPO 1
592,593,900279810,TUSCANY SOUTH AMERICA LTD SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extraccion de petroleo y de gas natural,MINERO-HIDROCARBUROS,229178299.0,12886367.0,517784712.0,89484267.0,428300445.0,151730988.0,6623036.0,482566479.0,65198359.0,417368120.0,NIIF PLENAS-GRUPO 1
593,594,900641706,SGS COLOMBIA HOLDING SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,228927357.0,26849510.0,237806384.0,153464967.0,84341417.0,149090061.0,9735476.0,145659741.0,88167833.0,57491908.0,NIIF PYMES-GRUPO 2
594,595,860076820,POLLO ANDINO S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cria de aves de corral,AGROPECUARIO,228642153.0,1432758.0,130045002.0,64447006.0,65597996.0,204378931.0,6755192.0,112556525.0,44916316.0,67640209.0,NIIF PYMES-GRUPO 2
595,596,890315540,PRODUCTOS YUPI SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,YUMBO-VALLE,C1089 - Elaboracion de otros productos alimenticios n.c.p.,MANUFACTURA,228332789.0,9684494.0,102998929.0,57277537.0,45721392.0,58050933.0,10978300.0,81431386.0,41870095.0,39561291.0,NIIF PLENAS-GRUPO 1
596,597,811010832,VEHICULOS DEL CAMINO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,228250571.0,1571657.0,61661660.0,52734475.0,8927185.0,203568875.0,972094.0,45577888.0,40573036.0,5004852.0,NIIF PLENAS-GRUPO 1
597,598,817002753,DRYPERS ANDINA SA,SUPERSOCIEDADES,Costa Pacifica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,C1709 - Fabricacion de otros articulos de papel y carton,MANUFACTURA,228126637.0,-14728692.0,188426726.0,106496257.0,81930469.0,223633823.0,-16150688.0,151689627.0,70435501.0,81254126.0,NIIF PLENAS-GRUPO 1
598,599,890900081,AUTOLARTE SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,228090567.0,1781148.0,117967497.0,68344324.0,49623173.0,206002589.0,2033582.0,118023447.0,69014531.0,49008916.0,NIIF PYMES-GRUPO 2
599,600,800241958,HEWLETT PACKARD COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,SERVICIOS,227944609.0,26610288.0,239645339.0,145625252.0,94020087.0,253356294.0,19809117.0,215238941.0,147829142.0,67409799.0,NIIF PLENAS-GRUPO 1
600,601,900160265,INVERSIONES RIOS GALLEGO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,226883774.0,19423.0,78325622.0,66821891.0,11503731.0,173334218.0,-148669.0,54814567.0,43330260.0,11484307.0,NIIF PYMES-GRUPO 2
601,602,890911431,CONINSA RAMON H S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,226832096.0,12341513.0,532706076.0,351532625.0,181173451.0,205408399.0,11146189.0,464610275.0,293528224.0,171082051.0,NIIF PLENAS-GRUPO 1
602,603,890100026,CAMAGUEY S.A,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,GALAPA-ATLANTICO,C1011 - Procesamiento y conservacion de carne y productos carnicos,MANUFACTURA,226619657.0,28050236.0,171854669.0,68638464.0,103216205.0,196873712.0,9008843.0,141884953.0,49561564.0,92323389.0,NIIF PYMES-GRUPO 2
603,604,900257179,INVERSIONES ESCORIAL S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6494 - Otras actividades de distribucion de fondos,SERVICIOS,225947608.0,221300278.0,1373507274.0,2184794.0,1371322480.0,189191880.0,190347409.0,1240128571.0,1837498.0,1238291073.0,NIIF PLENAS-GRUPO 1
